CODEVALUE,ORGANIZATION,PREFLABEL_SL,PREFLABEL_EN,DEFINITION_SL,DEFINITION_EN
prs,7d3a3c00-5a6b-489b-a3ed-63bb58c26a63,Poslovni register Slovenije,Slovenian Business Register,Baza podatkov o vseh poslovnih subjektih s sedežem na območju Republike Slovenije,"Central public database on all business entities, their subsidiaries, and other organization segments located in Slovenia",
