CODEVALUE,ORGANIZATION,PREFLABEL_SL,PREFLABEL_EN,DEFINITION_SL,DEFINITION_EN
mju,7d3a3c00-5a6b-489b-a3ed-63bb58c26a63,MJU,MJU,,,
