CODEVALUE,ID,ORGANIZATION,INFORMATIONDOMAIN,LANGUAGECODE,VERSION,STATUS,PREFLABEL_SL,PREFLABEL_EN,DEFINITION_SL,DEFINITION_EN,DESCRIPTION_SL,DESCRIPTION_EN,CHANGENOTE_FI,CHANGENOTE_SV,CHANGENOTE_EN,STARTDATE,ENDDATE,SOURCE,LEGALBASE,GOVERNANCEPOLICY
serviceclassification,7d2d3820-2be2-4563-aa27-350e20656d2e,7d3a3c00-5a6b-489b-a3ed-63bb58c26a63,,,1,VALID,Področja,Service classification,,,,,,,,,,,,
