CODEVALUE,ID,ORGANIZATION,INFORMATIONDOMAIN,LANGUAGECODE,VERSION,STATUS,SOURCE,LEGALBASE,GOVERNANCEPOLICY,LICENSE,PREFLABEL_SL,PREFLABEL_EN,DEFINITION_SL,DEFINITION_EN,DESCRIPTION_SL,DESCRIPTION_EN,CHANGENOTE_FI,STARTDATE,ENDDATE
languagecodes,442efef2-cbfe-4093-a87f-5aba8e1321a2,7d3a3c00-5a6b-489b-a3ed-63bb58c26a63,P9,fi;sv;en,,VALID,,,,,IETF jezikovne oznake,IETF language tags,,,,,,,
